source_name,destination_name,target,longitude_source,latitude_source,mean_halt_times_source,longitude_destination,latitude_destination,mean_halt_times_destination,current_week,month,date,hour,distance_sourc_desti,train_travel_dist,train_travel_week,train_travel_week_avg,train_halt_time,train_halt_time_mean,train_halt_time_desti,train_halt_time_desti_mean,source_name_desti_count,source_name_train_count,source_week_train,source_month_train,source_desti_trains,source_desti_tot_dist,source_trains_time_count,source_trains_time_week_count,source_halt_week,current_day_trains,current_day_hour_train,destination_trains,destination_week_trains,destination_week_trains_hour,destination_hour_trains,destination_day_hour_trains,current_day_Monday,current_day_Saturday,current_day_Sunday,current_day_Thursday,current_day_Tuesday,current_day_Wednesday,is_weekend_True
147,1,0,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,2047.8363567822064,50.189526723300204,2.5094763361650103,22163.35260115604,22163.35260115604,6663.771932742804,185.10477590952235,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,0,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,2047.8363567822064,50.189526723300204,2.5094763361650103,22163.35260115604,22163.35260115604,6663.771932742804,185.10477590952235,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,0,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,2047.8363567822064,50.189526723300204,2.5094763361650103,22163.35260115604,22163.35260115604,6663.771932742804,185.10477590952235,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,0,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,2047.8363567822064,50.189526723300204,2.5094763361650103,22163.35260115604,22163.35260115604,6663.771932742804,185.10477590952235,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,0,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,2047.8363567822064,50.189526723300204,2.5094763361650103,22163.35260115604,22163.35260115604,6663.771932742804,185.10477590952235,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,0,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,2047.8363567822064,50.189526723300204,2.5094763361650103,22163.35260115604,22163.35260115604,6663.771932742804,185.10477590952235,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
147,1,2,4.356801,50.845658,634.16473988439,4.336531,50.835707,271.87270068338296,30,7,27,20,2.5094763361650116,27.604239697815128,27.604239697815128,2.5094763361650116,6975.812138728288,6975.812138728288,2990.5997075172118,271.8727006833829,92,92,42,37,31,77.7937664211153,31,42,13009.565281878527,183,47,32,31,31,31,31,0,0,0,0,0,1,0
248,1,1,5.497685,50.967057,39.476878612717,4.336531,50.835707,271.87270068338296,30,7,28,0,129.93183461693027,354.8289634615013,257.50323036114673,85.83441012038224,779.3612716763009,779.3612716763009,1750.19929027876,350.039858055752,7,7,3,3,1,129.93183461693027,3,3,945.5143191804899,259,5,32,1,1,1,1,0,0,0,1,0,0,0
147,130,2,4.356801,50.845658,634.16473988439,4.360846,50.859663,640.26589595376,38,9,21,20,1.6166116074594699,74.66530218241748,1.6166116074594699,1.6166116074594699,943.17919075144,943.17919075144,1326.88150289018,663.44075144509,92,92,42,38,10,16.166116074594697,2,42,13009.565281878527,183,47,93,15,3,5,2,0,0,0,0,0,1,0
147,130,0,4.356801,50.845658,634.16473988439,4.360846,50.859663,640.26589595376,38,9,21,20,1.6166116074594699,92.53544369568273,92.53544369568273,11.566930461960341,2702.2312138728335,2702.2312138728335,2064.141618497108,258.0177023121385,92,92,42,38,10,16.166116074594697,2,42,13009.565281878527,183,47,93,15,3,5,2,0,0,0,0,0,1,0
147,130,1,4.356801,50.845658,634.16473988439,4.360846,50.859663,640.26589595376,32,8,10,20,1.6166116074594699,72.63127886311949,72.63127886311949,12.105213143853248,2552.3959537572296,2552.3959537572296,1967.0895953757201,327.8482658959534,92,92,42,7,10,16.166116074594697,1,42,13009.565281878527,183,47,93,15,3,5,1,0,0,0,0,0,1,0
267,130,1,4.835522,50.836282,18.138728323699,4.360846,50.859663,640.26589595376,39,9,29,20,52.84514288070265,70.37447660940387,52.84514288070265,52.84514288070265,189.158959537569,189.158959537569,1326.88150289018,663.44075144509,1,1,1,1,1,52.84514288070265,1,1,640.26589595376,259,15,93,19,1,5,1,0,0,0,1,0,0,0
177,130,0,4.482076,50.896456,171.02023121387,4.360846,50.859663,640.26589595376,39,9,26,20,14.083789678664107,14.083789678664107,14.083789678664107,14.083789678664107,171.02023121387,171.02023121387,640.26589595376,640.26589595376,13,13,4,12,5,70.41894839332053,1,4,1674.9566473988402,229,1,93,20,1,5,1,1,0,0,0,0,0,0
89,130,1,4.378636,50.878513,135.04335260116002,4.360846,50.859663,640.26589595376,39,9,28,16,2.8776590641819113,43.47331862983804,40.59565956565613,13.531886521885376,1091.7456647399001,1091.7456647399001,1644.7283236994201,411.18208092485503,7,7,4,7,5,14.388295320909556,3,4,2096.7947976878604,183,13,93,15,2,10,2,0,0,0,0,0,1,0
89,130,1,4.378636,50.878513,135.04335260116002,4.360846,50.859663,640.26589595376,39,9,28,16,2.8776590641819113,11.811407233947,11.811407233947,2.95285180848675,896.7919075144571,896.7919075144571,1458.627167630061,364.65679190751524,7,7,4,7,5,14.388295320909556,3,4,2096.7947976878604,183,13,93,15,2,10,2,0,0,0,0,0,1,0
241,130,1,5.327627,50.930822,180.59826589595002,4.360846,50.859663,640.26589595376,39,9,29,16,107.7898677844029,251.7544360632146,215.5797355688058,107.7898677844029,2494.27456647399,2494.27456647399,2944.086705202315,420.58381502890217,26,26,7,17,9,970.108810059626,2,7,2992.950867052033,259,27,93,19,2,10,2,0,0,0,1,0,0,0
241,130,1,5.327627,50.930822,180.59826589595002,4.360846,50.859663,640.26589595376,39,9,29,16,107.7898677844029,251.7544360632146,215.5797355688058,107.7898677844029,2494.27456647399,2494.27456647399,2944.086705202315,420.58381502890217,26,26,7,17,9,970.108810059626,2,7,2992.950867052033,259,27,93,19,2,10,2,0,0,0,1,0,0,0
177,130,1,4.482076,50.896456,171.02023121387,4.360846,50.859663,640.26589595376,39,9,27,16,14.083789678664107,277.3892034205622,277.3892034205622,27.73892034205622,2670.8699421965375,2670.8699421965375,2789.543220914605,278.95432209146054,13,13,1,12,5,70.41894839332053,1,1,640.26589595376,201,39,93,17,2,10,2,0,0,0,0,1,0,0
96,130,1,4.432823,50.924583,130.41329479768999,4.360846,50.859663,640.26589595376,39,9,27,16,10.763831788313018,17.398880241862795,17.398880241862795,5.799626747287598,1503.64450867053,1503.64450867053,683.7225433526041,227.90751445086804,17,17,2,11,3,32.29149536493905,2,2,946.7890173410401,201,39,93,17,2,10,2,0,0,0,0,1,0,0
147,130,1,4.356801,50.845658,634.16473988439,4.360846,50.859663,640.26589595376,37,9,16,16,1.6166116074594699,46.430857930235675,46.430857930235675,3.316489852159691,2001.618497109828,2001.618497109828,1455.7167630057852,103.97976878612751,92,92,9,38,10,16.166116074594697,1,9,4000.693641618507,224,46,93,11,3,10,1,0,0,0,0,0,0,0
185,130,1,4.432221,51.19923,421.64450867052,4.360846,50.859663,640.26589595376,39,9,30,16,38.474492321535536,80.282823648538,38.474492321535536,38.474492321535536,889.6271676300601,889.6271676300601,1274.43063583815,637.215317919075,45,45,9,35,3,115.4234769646066,1,9,2182.1936416185076,224,46,93,11,3,10,2,0,0,0,0,0,0,0
89,130,1,4.378636,50.878513,135.04335260116002,4.360846,50.859663,640.26589595376,39,9,30,16,2.8776590641819113,43.47331862983804,2.8776590641819113,2.8776590641819113,1091.7456647399001,1091.7456647399001,1644.7283236994201,411.18208092485503,7,7,2,7,5,14.388295320909556,1,2,1280.53179190752,224,46,93,11,3,10,2,0,0,0,0,0,0,0
89,130,1,4.378636,50.878513,135.04335260116002,4.360846,50.859663,640.26589595376,39,9,26,16,2.8776590641819113,126.7836591912287,64.8306591277053,32.41532956385265,1415.57514450868,1415.57514450868,817.289017341044,272.42967244701464,7,7,1,7,5,14.388295320909556,1,1,640.26589595376,229,38,93,20,1,10,1,1,0,0,0,0,0,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,38,9,21,8,39.55594825514035,154.20215884527337,41.17255986259982,20.58627993129991,2418.453757225444,2418.453757225444,3458.25144508671,576.375240847785,52,52,4,32,20,791.1189651028074,1,4,2388.7803468208203,183,14,93,15,3,18,2,0,0,0,0,0,1,0
565,130,2,3.768889,51.017531,64.190751445087,4.360846,50.859663,640.26589595376,38,9,21,8,68.11176606291079,320.33509828469846,68.11176606291079,68.11176606291079,216.520231213873,216.520231213873,3294.02890173412,658.805780346824,12,12,3,11,3,204.33529818873237,1,3,844.01156069364,183,14,93,15,3,18,2,0,0,0,0,0,1,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,40,10,5,8,39.55594825514035,292.8118765753345,41.17255986259982,20.58627993129991,1914.5664739884442,1914.5664739884442,3541.04335260116,590.1738921001934,52,52,4,14,20,791.1189651028074,1,4,2388.7803468208203,183,14,93,15,3,18,1,0,0,0,0,0,1,0
177,130,0,4.482076,50.896456,171.02023121387,4.360846,50.859663,640.26589595376,39,9,29,8,14.083789678664107,123.22643097848976,58.33736854447392,11.667473708894784,2277.40173410404,2277.40173410404,2825.427745664743,470.9046242774571,13,13,5,12,5,70.41894839332053,2,5,2391.73988439307,259,40,93,19,4,18,3,0,0,0,1,0,0,0
177,130,0,4.482076,50.896456,171.02023121387,4.360846,50.859663,640.26589595376,39,9,29,8,14.083789678664107,123.22643097848976,58.33736854447392,11.667473708894784,2277.40173410404,2277.40173410404,2825.427745664743,470.9046242774571,13,13,5,12,5,70.41894839332053,2,5,2391.73988439307,259,40,93,19,4,18,3,0,0,0,1,0,0,0
185,130,0,4.432221,51.19923,421.64450867052,4.360846,50.859663,640.26589595376,39,9,29,8,38.474492321535536,83.03532496491835,59.37487250981639,29.687436254908196,1149.81213872832,1149.81213872832,1580.95375722543,526.9845857418101,45,45,9,35,3,115.4234769646066,3,9,3120.043352601162,259,40,93,19,4,18,3,0,0,0,1,0,0,0
565,130,0,3.768889,51.017531,64.190751445087,4.360846,50.859663,640.26589595376,38,9,22,8,68.11176606291079,320.33509828469846,68.11176606291079,68.11176606291079,216.520231213873,216.520231213873,3294.02890173412,658.805780346824,12,12,3,11,3,204.33529818873237,1,3,844.01156069364,259,40,93,19,4,18,1,0,0,0,1,0,0,0
266,130,1,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,39,9,27,8,39.55594825514035,119.24393882890797,119.24393882890797,39.74797960963599,1055.7485549133,1055.7485549133,1914.69653179191,638.23217726397,52,52,8,32,20,791.1189651028074,2,8,5156.2745664740005,201,24,93,17,7,18,2,0,0,0,0,1,0,0
565,130,0,3.768889,51.017531,64.190751445087,4.360846,50.859663,640.26589595376,39,9,27,8,68.11176606291079,320.33509828469846,184.11156615887685,61.370522052958954,216.520231213873,216.520231213873,3294.02890173412,658.805780346824,12,12,3,11,3,204.33529818873237,2,3,844.01156069364,201,24,93,17,7,18,2,0,0,0,0,1,0,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,38,9,20,8,39.55594825514035,171.8124228849902,41.17255986259982,20.58627993129991,3709.5115606936606,3709.5115606936606,3525.2658959537494,503.60941370767847,52,52,8,32,20,791.1189651028074,2,8,5156.2745664740005,201,24,93,17,7,18,2,0,0,0,0,1,0,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,38,9,20,8,39.55594825514035,154.20215884527337,41.17255986259982,20.58627993129991,2418.453757225444,2418.453757225444,3458.25144508671,576.375240847785,52,52,8,32,20,791.1189651028074,2,8,5156.2745664740005,201,24,93,17,7,18,2,0,0,0,0,1,0,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,40,10,4,8,39.55594825514035,292.8118765753345,147.34581603954325,73.67290801977163,1914.5664739884442,1914.5664739884442,3541.04335260116,590.1738921001934,52,52,8,14,20,791.1189651028074,2,8,5156.2745664740005,201,24,93,17,7,18,3,0,0,0,0,1,0,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,40,10,4,8,39.55594825514035,119.24393882890797,119.24393882890797,39.74797960963599,1055.7485549133,1055.7485549133,1914.69653179191,638.23217726397,52,52,8,14,20,791.1189651028074,2,8,5156.2745664740005,201,24,93,17,7,18,3,0,0,0,0,1,0,0
241,130,0,5.327627,50.930822,180.59826589595002,4.360846,50.859663,640.26589595376,40,10,4,8,107.7898677844029,292.8118765753345,147.34581603954325,73.67290801977163,1914.5664739884442,1914.5664739884442,3541.04335260116,590.1738921001934,26,26,4,5,9,970.108810059626,1,4,2052.066473988449,201,24,93,17,7,18,3,0,0,0,0,1,0,0
266,130,1,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,39,9,30,8,39.55594825514035,407.6720153308637,187.1596850408596,31.19328084014327,3575.2080924855663,3575.2080924855663,4126.008670520234,343.83405587668614,52,52,9,32,20,791.1189651028074,1,9,1982.0751445086644,224,7,93,11,1,18,1,0,0,0,0,0,0,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,38,9,19,8,39.55594825514035,171.8124228849902,130.6398630223904,26.127972604478078,3709.5115606936606,3709.5115606936606,3525.2658959537494,503.60941370767847,52,52,9,32,20,791.1189651028074,2,9,4260.312138728327,229,21,93,20,1,18,1,1,0,0,0,0,0,0
266,130,1,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,38,9,25,8,39.55594825514035,340.7407770818537,39.55594825514035,39.55594825514035,621.0404624277501,621.0404624277501,700.161849710985,350.0809248554925,52,52,8,32,20,791.1189651028074,1,8,4412.34393063586,120,3,93,8,2,18,1,0,0,1,0,0,0,1
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,39,10,2,8,39.55594825514035,154.20215884527337,39.55594825514035,39.55594825514035,2418.453757225444,2418.453757225444,3458.25144508671,576.375240847785,52,52,8,14,20,791.1189651028074,1,8,4412.34393063586,120,3,93,8,2,18,1,0,0,1,0,0,0,1
96,130,1,4.432823,50.924583,130.41329479768999,4.360846,50.859663,640.26589595376,32,8,10,14,10.763831788313018,90.02596735951771,90.02596735951771,12.8608524799311,1429.976878612718,1429.976878612718,2015.615606936414,287.945086705202,17,17,4,3,3,32.29149536493905,1,4,1939.92774566474,183,6,93,15,1,2,1,0,0,0,0,0,1,0
266,130,2,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,39,10,2,14,39.55594825514035,220.066561058277,39.55594825514035,39.55594825514035,1428.835260115603,1428.835260115603,1464.9971098265942,292.99942196531885,52,52,8,14,20,791.1189651028074,1,8,4412.34393063586,120,3,93,8,1,2,1,0,0,1,0,0,0,1
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,40,10,5,7,39.55594825514035,407.6720153308637,41.17255986259982,20.58627993129991,3575.2080924855663,3575.2080924855663,4126.008670520234,343.83405587668614,52,52,4,14,20,791.1189651028074,1,4,2388.7803468208203,183,22,93,15,4,13,2,0,0,0,0,0,1,0
282,130,0,5.509704,50.661208,53.239884393064,4.360846,50.859663,640.26589595376,40,10,5,7,129.62516128037439,655.6503980757864,129.62516128037439,129.62516128037439,535.32369942197,535.32369942197,3254.5693641618645,542.4282273603108,5,5,1,1,5,648.125806401872,1,1,640.26589595376,183,22,93,15,4,13,2,0,0,0,0,0,1,0
162,130,2,4.240634,50.733931,182.09826589595002,4.360846,50.859663,640.26589595376,39,9,28,7,19.31419442900658,52.41764819832253,19.31419442900658,19.31419442900658,462.306358381496,462.306358381496,2148.5404624277603,537.1351156069401,16,16,5,12,1,19.31419442900658,4,5,2055.040462427756,183,22,93,15,4,13,1,0,0,0,0,0,1,0
137,130,2,4.222718,50.95495800000001,38.589595375723,4.360846,50.859663,640.26589595376,38,9,21,7,18.642856348594727,89.7236380334054,18.642856348594727,18.642856348594727,270.127167630061,270.127167630061,2725.367052023127,389.3381502890182,6,6,1,5,3,55.92856904578418,1,1,640.26589595376,183,22,93,15,4,13,1,0,0,0,0,0,1,0
493,130,1,4.047357,50.697273,57.187861271676,4.360846,50.859663,640.26589595376,38,9,22,7,39.235280058665126,228.20419007438397,74.86681497852686,37.43340748926343,343.127167630056,343.127167630056,3934.29479768788,655.7157996146467,12,12,2,11,4,156.9411202346605,2,2,1326.88150289018,259,21,93,19,1,13,1,0,0,0,1,0,0,0
493,130,1,4.047357,50.697273,57.187861271676,4.360846,50.859663,640.26589595376,38,9,20,7,39.235280058665126,228.20419007438397,78.47056011733025,39.235280058665126,343.127167630056,343.127167630056,3934.29479768788,655.7157996146467,12,12,2,11,4,156.9411202346605,2,2,1280.53179190752,201,27,93,17,2,13,2,0,0,0,0,1,0,0
493,130,1,4.047357,50.697273,57.187861271676,4.360846,50.859663,640.26589595376,38,9,20,7,39.235280058665126,228.20419007438397,78.47056011733025,39.235280058665126,343.127167630056,343.127167630056,3934.29479768788,655.7157996146467,12,12,2,11,4,156.9411202346605,2,2,1280.53179190752,201,27,93,17,2,13,2,0,0,0,0,1,0,0
137,130,0,4.222718,50.95495800000001,38.589595375723,4.360846,50.859663,640.26589595376,38,9,23,7,18.642856348594727,89.7236380334054,28.732238960167827,9.577412986722608,270.127167630061,270.127167630061,2725.367052023127,389.3381502890182,6,6,2,5,3,55.92856904578418,2,2,676.404624277459,224,30,93,11,2,13,1,0,0,0,0,0,0,0
100,130,2,4.469886,50.885723,72.329479768786,4.360846,50.859663,640.26589595376,39,9,30,7,12.464162615333905,12.464162615333905,12.464162615333905,12.464162615333905,72.329479768786,72.329479768786,640.26589595376,640.26589595376,1,1,1,1,1,12.464162615333905,1,1,640.26589595376,224,30,93,11,2,13,1,0,0,0,0,0,0,0
266,130,0,4.715866,50.88228,351.9161849711,4.360846,50.859663,640.26589595376,38,9,19,7,39.55594825514035,107.41736028589118,39.55594825514035,39.55594825514035,594.1531791907529,594.1531791907529,1421.462427745671,355.36560693641775,52,52,9,32,20,791.1189651028074,1,9,4260.312138728327,229,36,93,20,4,13,3,1,0,0,0,0,0,0
